cgpa,attendance,backlogs,internships,projects,certifications,aptitude_score,coding_score,technical_skills_score,communication_score,branch,skills,placement
6.79,91.49,0,0,3,5,70.48,82.15,49.83,50.23,CIVIL,HTML:Advanced;CSS:Advanced;Machine Learning:Advanced;C++:Intermediate,1
7.07,95.44,0,1,3,4,41.39,46.16,84.84,47.82,EEE,Java:Intermediate;CSS:Beginner;SQL:Intermediate,1
6.55,61.47,1,0,4,2,48.5,95.95,73.57,45.03,EEE,Machine Learning:Beginner;JavaScript:Intermediate;Python:Intermediate;HTML:Beginner;Data Science:Intermediate,1
8.44,62.59,0,2,3,4,74.02,86.99,86.24,54.38,IT,React:Intermediate;Python:Intermediate;JavaScript:Beginner;CSS:Intermediate,1
9.49,64.45,0,0,6,8,92.47,58.45,75.34,49.27,IT,C++:Beginner;HTML:Advanced;Python:Advanced,1
8.15,63.39,1,1,5,3,64.22,60.07,35.29,52.89,ECE,Data Science:Advanced;Java:Intermediate,1
7.98,70.78,0,0,6,7,84.82,75.62,48.52,77.32,CSE,Python:Intermediate;React:Advanced,1
7.03,76.86,0,2,4,7,66.12,90.88,43.14,71.85,IT,JavaScript:Intermediate;HTML:Intermediate;SQL:Advanced;Python:Intermediate;Machine Learning:Intermediate,1
5.31,71.22,1,1,6,0,65.82,99.0,80.07,95.2,EEE,SQL:Intermediate;React:Beginner,1
5.05,60.69,1,0,0,3,98.61,49.39,81.44,48.96,IT,CSS:Advanced;Data Science:Beginner;SQL:Advanced,0
9.05,61.02,1,1,1,2,73.51,38.19,55.97,91.88,EEE,Python:Intermediate;C++:Intermediate;SQL:Intermediate,1
7.37,80.21,0,0,3,2,68.97,45.68,73.7,88.7,EEE,HTML:Intermediate;Java:Beginner;C++:Intermediate;SQL:Advanced,1
7.28,70.34,2,2,6,7,56.58,83.72,74.0,83.0,ECE,Java:Intermediate;Data Science:Intermediate;JavaScript:Advanced;Python:Intermediate;C++:Intermediate,1
8.04,70.21,4,1,5,6,81.1,44.47,48.24,54.2,CIVIL,C++:Advanced;JavaScript:Beginner;Python:Advanced;Java:Intermediate;React:Intermediate,0
8.78,87.55,2,0,5,8,68.97,89.94,87.86,54.84,CSE,CSS:Beginner;Data Science:Advanced;HTML:Intermediate,1
7.23,75.35,1,0,6,8,86.18,45.07,61.93,95.17,IT,Data Science:Intermediate;React:Intermediate;SQL:Beginner;HTML:Intermediate,1
5.19,99.85,2,3,1,0,54.56,91.21,85.81,41.95,IT,SQL:Intermediate;React:Intermediate,0
7.6,76.16,0,2,2,8,42.86,84.36,77.06,72.05,CSE,CSS:Advanced;Python:Intermediate;React:Beginner;HTML:Intermediate;JavaScript:Advanced,1
5.64,72.26,1,0,6,0,54.38,50.36,82.31,75.78,ECE,C++:Beginner;SQL:Advanced;CSS:Advanced;Data Science:Beginner;Java:Beginner,1
5.83,65.96,1,0,6,6,85.55,31.09,66.65,40.38,IT,Data Science:Intermediate;React:Advanced,1
7.76,60.15,2,3,2,7,61.84,87.43,80.75,84.47,CSE,JavaScript:Advanced;Machine Learning:Beginner;React:Advanced;C++:Advanced,1
7.3,84.29,1,1,5,0,52.82,75.55,50.1,94.23,EEE,Java:Intermediate;Machine Learning:Beginner;SQL:Beginner,1
9.56,62.45,1,1,3,1,59.89,32.91,74.48,66.17,CIVIL,Machine Learning:Beginner;SQL:Beginner,1
8.32,79.87,0,0,1,0,94.92,67.15,98.87,66.63,EEE,Python:Intermediate;SQL:Beginner;C++:Intermediate;Java:Intermediate,1
6.64,59.52,0,3,6,7,66.29,76.13,58.0,40.72,CSE,SQL:Beginner;Machine Learning:Intermediate;Java:Intermediate,1
8.33,74.26,0,3,0,2,79.15,89.72,73.61,98.17,MECH,CSS:Intermediate;JavaScript:Beginner,1
5.24,96.94,0,1,6,8,82.11,90.73,89.96,64.71,MECH,Data Science:Advanced;CSS:Advanced;SQL:Intermediate;C++:Beginner;Python:Advanced,1
9.57,60.0,1,0,3,7,56.42,36.89,50.22,62.33,MECH,Machine Learning:Beginner;Java:Advanced;SQL:Intermediate;C++:Advanced;HTML:Advanced,1
8.63,61.51,0,0,6,6,57.92,64.59,66.28,98.37,MECH,C++:Intermediate;JavaScript:Intermediate;HTML:Intermediate;Machine Learning:Intermediate,1
6.01,60.87,1,2,6,5,38.87,40.34,80.81,48.5,CSE,Java:Beginner;SQL:Intermediate;HTML:Beginner;React:Beginner,1
6.93,83.24,0,2,6,1,53.52,56.38,63.67,57.28,IT,Python:Beginner;Java:Intermediate;React:Advanced;HTML:Advanced;C++:Intermediate,1
5.64,64.82,1,2,2,6,93.09,74.36,58.14,85.48,CIVIL,CSS:Advanced;Data Science:Beginner;HTML:Beginner,1
8.71,79.83,0,0,0,2,70.46,88.42,72.86,48.89,IT,React:Advanced;SQL:Advanced,1
9.56,69.22,4,0,4,8,84.48,42.29,67.6,49.38,CIVIL,CSS:Beginner;Python:Beginner;SQL:Beginner;Java:Intermediate,1
5.93,74.9,2,2,4,5,80.87,77.02,59.92,49.72,IT,React:Advanced;HTML:Beginner;Machine Learning:Intermediate;Java:Intermediate,1
9.35,95.42,0,2,1,2,70.55,90.88,46.53,95.7,IT,C++:Intermediate;Machine Learning:Beginner;CSS:Intermediate;React:Beginner,1
6.25,84.39,2,0,2,5,89.34,89.33,63.85,41.04,CSE,Python:Beginner;SQL:Beginner;CSS:Advanced;Machine Learning:Beginner;React:Intermediate,0
7.31,88.55,1,0,4,5,88.03,86.71,94.98,41.36,CIVIL,React:Intermediate;Python:Intermediate;C++:Advanced,1
9.6,97.2,3,1,3,7,96.36,76.81,39.26,54.77,IT,CSS:Beginner;JavaScript:Beginner;HTML:Advanced,1
6.22,67.45,1,1,4,6,89.73,62.72,41.0,85.0,CIVIL,React:Intermediate;JavaScript:Intermediate;Data Science:Intermediate,1
7.68,59.55,1,0,2,5,38.96,39.49,48.79,67.66,EEE,SQL:Intermediate;Machine Learning:Intermediate,0
7.41,76.15,0,1,5,4,91.82,92.49,73.99,57.05,ECE,CSS:Beginner;React:Intermediate;Java:Intermediate;JavaScript:Intermediate;HTML:Advanced,1
9.87,66.95,3,0,2,7,86.95,37.78,45.41,73.06,IT,C++:Intermediate;CSS:Advanced,0
6.61,57.23,0,1,0,2,58.92,37.71,69.39,67.76,CIVIL,HTML:Advanced;React:Advanced;JavaScript:Intermediate,1
7.25,78.36,3,0,3,3,76.0,80.99,53.4,90.67,MECH,Data Science:Beginner;Python:Beginner;React:Intermediate,0
8.52,91.93,0,2,6,0,50.29,79.16,60.63,59.09,EEE,HTML:Intermediate;Data Science:Beginner;JavaScript:Intermediate;SQL:Advanced;Java:Advanced,1
9.98,63.76,2,0,1,8,44.61,46.81,52.88,60.26,CSE,React:Intermediate;Python:Advanced,0
8.51,91.62,1,1,5,8,69.03,36.46,95.62,70.7,CSE,Java:Intermediate;SQL:Beginner;C++:Intermediate,1
6.11,80.95,0,2,3,8,37.12,54.31,90.93,86.55,EEE,Machine Learning:Intermediate;CSS:Beginner,1
6.95,89.64,4,0,6,6,66.0,95.99,54.41,63.4,EEE,CSS:Intermediate;JavaScript:Beginner;React:Intermediate,0
5.7,72.52,1,0,0,2,90.42,30.34,70.92,60.48,CIVIL,Data Science:Beginner;Java:Intermediate;SQL:Intermediate;Machine Learning:Intermediate,0
8.93,98.48,0,0,2,1,53.91,37.8,57.12,75.53,IT,Data Science:Beginner;SQL:Intermediate,1
7.49,85.51,0,0,2,5,91.39,31.24,83.68,79.63,MECH,React:Intermediate;CSS:Beginner;JavaScript:Beginner;HTML:Advanced,1
6.42,87.12,0,0,0,3,74.55,57.18,36.25,67.61,MECH,Python:Intermediate;Java:Beginner,0
9.05,70.49,0,0,5,3,72.5,75.49,70.0,98.76,ECE,SQL:Intermediate;Machine Learning:Advanced;CSS:Intermediate;HTML:Beginner,1
6.04,64.5,1,0,1,8,39.88,30.19,64.28,75.63,ECE,JavaScript:Intermediate;React:Intermediate,0
6.26,63.4,1,1,3,5,64.22,87.1,83.44,82.44,CIVIL,Data Science:Advanced;C++:Advanced;Python:Intermediate;HTML:Intermediate,1
9.65,78.55,0,0,4,8,76.97,78.6,56.43,48.49,MECH,C++:Beginner;Python:Advanced;JavaScript:Beginner;SQL:Intermediate,1
6.33,57.68,0,0,1,8,48.46,57.24,47.71,70.49,EEE,CSS:Intermediate;Data Science:Advanced;Python:Intermediate;SQL:Intermediate,0
6.4,66.52,0,1,6,1,81.97,78.17,96.47,55.44,CIVIL,CSS:Beginner;JavaScript:Intermediate;SQL:Advanced,1
9.71,63.2,0,1,1,6,36.69,39.01,95.6,77.89,EEE,Java:Intermediate;Machine Learning:Advanced,1
8.83,95.14,0,3,5,7,83.66,99.55,76.01,76.26,ECE,CSS:Intermediate;C++:Intermediate;SQL:Intermediate,1
5.08,76.25,0,0,3,6,45.29,88.08,90.5,56.66,IT,Data Science:Intermediate;CSS:Intermediate;HTML:Intermediate;JavaScript:Beginner;Java:Advanced,1
6.45,75.61,1,1,0,7,87.35,84.1,90.39,91.12,MECH,Data Science:Intermediate;React:Beginner;HTML:Advanced,1
6.48,95.54,4,2,3,5,43.85,95.67,35.02,55.08,MECH,JavaScript:Intermediate;Java:Beginner;Python:Advanced;HTML:Advanced,0
6.81,86.65,3,1,4,1,53.49,41.79,55.89,40.34,CSE,Python:Intermediate;Java:Beginner;CSS:Beginner,0
5.16,98.42,3,1,1,4,44.38,96.83,85.03,55.47,CIVIL,React:Advanced;Machine Learning:Beginner;Data Science:Beginner;Java:Intermediate,0
8.63,86.49,0,1,2,7,36.84,86.19,35.22,73.51,CSE,HTML:Intermediate;Python:Beginner;SQL:Intermediate,1
8.16,89.41,1,0,1,5,57.75,51.77,44.31,88.13,ECE,CSS:Advanced;HTML:Intermediate;React:Advanced,1
5.51,82.44,4,2,6,4,65.58,77.82,74.58,72.39,EEE,HTML:Intermediate;Python:Advanced;React:Advanced;Java:Intermediate,0
6.38,90.77,0,0,3,3,95.09,31.8,44.49,98.48,MECH,JavaScript:Beginner;Java:Beginner;SQL:Beginner;Python:Advanced,0
5.92,82.43,0,0,4,0,83.65,74.01,47.62,45.1,CIVIL,React:Advanced;JavaScript:Intermediate;HTML:Advanced,0
8.3,56.14,1,1,0,3,70.26,76.04,42.83,43.75,CSE,React:Intermediate;SQL:Intermediate,1
7.15,79.76,0,0,5,7,62.59,69.3,93.66,77.27,MECH,React:Intermediate;Python:Intermediate;Java:Advanced;CSS:Advanced,1
5.45,68.28,1,1,1,6,75.66,80.68,37.35,61.37,CSE,Data Science:Advanced;JavaScript:Intermediate,0
8.94,87.42,0,1,3,2,92.5,64.52,59.62,72.76,CSE,Data Science:Advanced;JavaScript:Beginner;C++:Beginner;Machine Learning:Beginner;Python:Beginner,1
5.94,97.92,1,2,5,5,46.81,38.73,37.97,47.26,CSE,Python:Intermediate;SQL:Advanced;CSS:Intermediate;HTML:Intermediate,1
9.28,97.92,2,0,1,2,74.86,63.58,84.29,70.36,IT,SQL:Intermediate;CSS:Intermediate,1
9.21,74.49,1,1,2,8,97.99,75.39,54.38,76.34,CIVIL,Java:Intermediate;React:Intermediate,1
6.01,75.7,0,1,6,2,37.84,47.21,74.62,66.61,IT,C++:Intermediate;HTML:Intermediate,1
6.49,98.71,0,0,3,6,79.36,49.18,93.7,91.69,MECH,HTML:Advanced;CSS:Beginner;Data Science:Beginner;Python:Advanced;C++:Intermediate,1
5.91,95.55,2,2,2,0,35.69,90.2,84.37,81.98,CSE,SQL:Intermediate;Java:Advanced,1
8.22,81.2,0,2,0,1,47.85,75.22,87.6,45.52,ECE,Python:Beginner;CSS:Advanced,1
6.0,86.97,2,0,5,7,96.94,53.1,64.36,45.89,CIVIL,Python:Intermediate;JavaScript:Intermediate;Data Science:Beginner;C++:Advanced,0
9.09,62.16,0,2,0,7,80.41,38.6,90.98,48.32,CIVIL,React:Advanced;Data Science:Beginner,1
9.22,97.2,0,0,6,0,44.02,99.55,90.99,83.46,IT,Java:Advanced;JavaScript:Intermediate;SQL:Beginner,1
9.87,59.04,1,3,1,8,73.55,35.49,57.86,51.56,ECE,Data Science:Intermediate;Java:Intermediate,1
6.44,71.54,0,0,5,2,55.47,97.1,72.61,98.24,EEE,HTML:Beginner;Machine Learning:Advanced;SQL:Beginner;Data Science:Intermediate,1
5.72,87.58,0,0,2,6,70.74,32.92,72.64,59.15,CSE,C++:Intermediate;Java:Beginner,0
7.6,60.23,0,1,0,8,63.96,33.89,43.58,64.93,MECH,Machine Learning:Intermediate;CSS:Intermediate,0
6.94,66.85,0,1,4,8,82.01,61.46,39.44,73.67,EEE,Java:Intermediate;HTML:Intermediate,1
6.67,73.01,1,2,3,7,46.45,32.4,66.15,49.36,EEE,Python:Intermediate;Machine Learning:Advanced;Java:Beginner,1
6.61,80.37,1,2,2,1,75.92,90.85,35.51,65.28,ECE,Java:Beginner;C++:Intermediate;SQL:Advanced;Machine Learning:Intermediate,1
5.55,88.32,0,1,4,2,95.21,48.11,51.05,96.19,MECH,React:Beginner;CSS:Beginner,1
9.59,95.29,0,2,2,6,83.48,87.6,72.2,83.75,MECH,HTML:Beginner;CSS:Intermediate;Data Science:Beginner;JavaScript:Intermediate,1
7.32,86.55,1,0,0,0,54.78,64.48,41.32,93.24,IT,CSS:Intermediate;SQL:Advanced;HTML:Intermediate;React:Advanced;Machine Learning:Intermediate,0
6.98,57.2,0,2,1,0,96.89,89.82,71.14,73.01,CSE,Java:Advanced;C++:Advanced;Data Science:Beginner;Python:Advanced;HTML:Intermediate,1
7.59,63.05,1,1,3,7,65.79,70.68,76.48,87.44,CIVIL,JavaScript:Advanced;Data Science:Intermediate,1
9.31,61.69,0,0,6,4,83.43,55.86,97.96,61.24,CIVIL,HTML:Intermediate;Data Science:Advanced,1
6.8,85.58,0,1,3,5,85.36,64.09,42.07,78.73,CSE,C++:Intermediate;Machine Learning:Intermediate;JavaScript:Intermediate;Data Science:Advanced,1
8.58,85.96,3,0,3,4,66.29,80.63,46.69,93.54,IT,Python:Intermediate;JavaScript:Advanced;SQL:Advanced;CSS:Intermediate;C++:Intermediate,0
5.78,65.03,0,0,4,4,72.04,58.35,88.06,82.25,IT,CSS:Beginner;Python:Intermediate;C++:Advanced;HTML:Advanced;Data Science:Intermediate,1
5.56,78.43,4,2,0,1,55.45,60.29,93.06,87.24,MECH,Java:Beginner;SQL:Intermediate;CSS:Advanced;JavaScript:Intermediate,0
7.7,87.85,0,0,5,5,63.48,66.23,42.87,53.48,ECE,Data Science:Beginner;Machine Learning:Beginner,1
7.69,84.71,1,1,0,2,54.45,67.83,76.55,94.44,EEE,CSS:Advanced;Python:Advanced,1
5.83,88.92,1,0,6,2,68.0,77.0,70.68,61.39,CIVIL,Python:Beginner;Machine Learning:Advanced;SQL:Advanced,1
8.75,94.81,2,2,1,5,79.44,73.18,83.83,43.06,MECH,Java:Intermediate;React:Advanced;CSS:Advanced;HTML:Intermediate,1
5.78,60.69,0,1,0,5,80.99,47.44,74.57,82.41,IT,SQL:Intermediate;CSS:Intermediate;React:Advanced;C++:Beginner;JavaScript:Intermediate,0
7.21,61.56,0,2,1,5,45.14,80.99,40.58,84.37,IT,React:Intermediate;Python:Beginner;SQL:Intermediate,1
5.66,62.72,0,2,2,1,79.74,66.76,86.47,83.31,CSE,JavaScript:Intermediate;C++:Beginner;Data Science:Advanced;CSS:Beginner;Machine Learning:Advanced,1
9.52,72.68,0,2,5,1,80.77,92.43,96.27,99.21,CSE,Machine Learning:Advanced;SQL:Advanced;Java:Beginner;JavaScript:Intermediate;React:Beginner,1
7.67,80.82,1,1,6,2,37.71,65.47,49.61,56.49,CSE,SQL:Advanced;Data Science:Beginner;HTML:Intermediate;React:Intermediate,1
5.91,89.29,0,3,3,7,55.19,39.4,55.54,44.04,CSE,Java:Beginner;C++:Advanced,1
9.69,86.83,1,1,4,1,35.94,54.5,66.9,54.82,ECE,HTML:Intermediate;React:Advanced;Machine Learning:Intermediate;JavaScript:Advanced;Java:Advanced,1
7.41,81.76,1,0,4,7,78.06,42.25,56.04,85.04,EEE,JavaScript:Beginner;HTML:Advanced,1
5.34,58.4,0,1,0,8,45.28,65.95,90.35,74.44,EEE,Java:Intermediate;HTML:Advanced;React:Advanced,0
8.58,91.96,0,3,4,0,89.7,76.36,96.16,81.44,CIVIL,React:Intermediate;Machine Learning:Advanced;HTML:Intermediate,1
7.51,86.31,0,0,2,0,90.71,39.85,97.96,49.48,MECH,Machine Learning:Intermediate;Python:Advanced;JavaScript:Intermediate;CSS:Intermediate,1
9.98,78.34,0,1,4,6,68.55,74.15,38.2,57.47,EEE,React:Beginner;CSS:Advanced;C++:Intermediate;JavaScript:Advanced,1
5.45,66.56,1,1,1,8,36.53,68.34,70.39,57.87,EEE,C++:Beginner;JavaScript:Advanced;Machine Learning:Advanced;React:Beginner;HTML:Advanced,0
7.35,93.74,0,1,6,0,55.18,72.14,38.66,68.57,IT,React:Beginner;SQL:Intermediate;Machine Learning:Advanced;Data Science:Advanced,1
5.18,76.88,1,1,6,3,88.45,81.29,92.59,94.21,ECE,React:Intermediate;Data Science:Advanced;Java:Beginner,1
7.68,98.41,0,0,2,1,40.88,86.53,54.77,82.28,MECH,JavaScript:Beginner;SQL:Intermediate,1
8.0,90.66,0,2,4,5,90.43,35.95,44.05,85.58,EEE,React:Beginner;SQL:Beginner;CSS:Intermediate,1
9.75,65.91,2,1,3,3,51.16,54.53,49.71,96.94,IT,Java:Intermediate;C++:Advanced;JavaScript:Beginner;CSS:Beginner;Data Science:Intermediate,1
7.86,67.48,3,0,1,7,41.7,39.43,74.65,54.82,CSE,SQL:Advanced;JavaScript:Intermediate;Machine Learning:Advanced;C++:Intermediate;Java:Advanced,0
6.89,58.05,0,0,0,5,54.1,95.28,70.2,55.19,CIVIL,SQL:Beginner;Java:Advanced;Machine Learning:Intermediate,0
6.06,69.09,1,2,6,5,96.1,56.52,72.87,79.42,IT,Java:Advanced;Data Science:Intermediate;JavaScript:Intermediate;React:Intermediate;HTML:Beginner,1
9.4,96.7,0,0,2,8,68.76,67.05,73.56,70.08,IT,SQL:Beginner;React:Beginner;Machine Learning:Intermediate;Java:Intermediate;HTML:Beginner,1
8.59,56.86,2,0,0,6,56.81,33.29,51.48,51.82,CIVIL,SQL:Advanced;JavaScript:Intermediate,0
9.27,65.04,3,1,2,7,65.45,67.46,88.19,46.55,IT,HTML:Beginner;Data Science:Intermediate,1
5.94,92.52,0,0,0,3,41.35,84.13,66.59,59.21,MECH,Python:Intermediate;Data Science:Intermediate,0
5.21,64.21,2,0,5,7,54.45,65.66,98.94,74.38,EEE,Data Science:Advanced;React:Intermediate;Python:Intermediate,0
5.26,65.04,1,0,3,1,92.0,90.62,85.28,58.64,CSE,Python:Advanced;SQL:Intermediate;JavaScript:Beginner;C++:Intermediate;React:Advanced,1
9.01,57.72,1,0,1,7,85.67,71.51,51.93,51.58,ECE,Java:Advanced;Python:Advanced;Data Science:Intermediate,1
5.79,87.43,3,1,1,8,70.6,37.05,94.05,64.43,EEE,C++:Beginner;CSS:Intermediate;Python:Beginner,0
5.23,82.72,0,1,6,2,56.3,33.73,86.71,92.37,MECH,JavaScript:Intermediate;Java:Beginner;CSS:Intermediate;HTML:Advanced;SQL:Advanced,1
6.54,97.34,1,2,3,6,65.08,69.66,64.5,42.18,MECH,JavaScript:Advanced;Java:Beginner;C++:Advanced;Data Science:Advanced;HTML:Beginner,1
8.79,81.0,0,2,3,3,63.79,96.1,47.96,66.63,ECE,Machine Learning:Intermediate;JavaScript:Beginner;HTML:Intermediate;C++:Intermediate,1
9.22,84.68,2,1,6,8,40.91,75.84,94.27,73.78,CIVIL,Machine Learning:Intermediate;JavaScript:Beginner;React:Advanced;C++:Intermediate;Java:Intermediate,1
9.15,76.37,0,0,5,3,40.28,63.43,93.32,81.02,CIVIL,Data Science:Intermediate;C++:Intermediate;CSS:Beginner;Machine Learning:Advanced,1
9.31,69.9,2,0,6,8,74.31,46.68,52.94,75.06,CSE,C++:Beginner;Java:Advanced,1
7.96,72.96,0,0,4,1,79.39,52.28,48.98,97.7,ECE,HTML:Intermediate;Java:Intermediate;React:Beginner;SQL:Intermediate;C++:Intermediate,1
6.36,72.36,2,2,5,2,42.35,78.73,38.81,96.55,IT,HTML:Advanced;CSS:Intermediate,0
8.12,79.01,0,2,3,5,94.62,96.33,95.74,79.7,ECE,Data Science:Beginner;C++:Intermediate;Python:Intermediate;Machine Learning:Intermediate,1
9.55,74.17,1,1,4,3,98.78,32.14,41.89,99.42,CIVIL,HTML:Advanced;CSS:Beginner;SQL:Intermediate;Machine Learning:Intermediate,1
8.45,69.88,0,0,2,0,84.49,40.36,53.75,53.26,ECE,React:Intermediate;Data Science:Intermediate;C++:Intermediate;Machine Learning:Beginner,1
5.58,82.55,0,1,5,2,42.76,79.55,80.6,49.83,ECE,C++:Advanced;SQL:Beginner;Data Science:Advanced;Machine Learning:Advanced,1
8.4,93.6,2,0,3,8,99.59,72.87,74.79,66.1,CIVIL,CSS:Beginner;Machine Learning:Advanced,1
6.16,74.49,1,0,4,0,45.74,89.82,79.24,50.56,IT,C++:Intermediate;Machine Learning:Intermediate,0
6.22,85.08,2,1,1,4,78.17,96.78,37.78,62.62,ECE,Data Science:Intermediate;Machine Learning:Intermediate;Python:Beginner;SQL:Intermediate,0
8.41,63.41,0,1,3,0,62.85,68.96,43.45,75.04,ECE,SQL:Intermediate;CSS:Beginner,1
7.87,63.88,0,2,3,3,94.12,57.57,72.45,50.64,EEE,HTML:Intermediate;Machine Learning:Beginner;CSS:Advanced;JavaScript:Intermediate;Data Science:Beginner,1
5.82,64.18,0,1,3,5,49.82,54.2,73.27,63.15,MECH,CSS:Intermediate;Machine Learning:Advanced,1
9.41,75.4,0,1,2,7,64.98,41.96,84.92,76.27,IT,HTML:Intermediate;Java:Intermediate,1
5.6,93.54,0,1,5,2,93.24,78.7,51.47,68.02,CSE,React:Advanced;HTML:Beginner;SQL:Beginner;C++:Intermediate;Java:Advanced,1
7.32,73.72,0,2,1,4,71.69,81.65,41.27,42.34,IT,CSS:Intermediate;HTML:Beginner,1
6.45,63.75,1,2,0,0,47.94,49.89,49.23,55.72,IT,Machine Learning:Beginner;JavaScript:Advanced;C++:Advanced;Java:Beginner,0
8.48,76.56,0,1,2,4,82.77,74.3,97.9,86.92,ECE,React:Beginner;HTML:Advanced;SQL:Beginner;Python:Advanced;Data Science:Beginner,1
8.91,71.63,0,2,5,5,45.35,91.47,85.53,96.94,EEE,SQL:Intermediate;JavaScript:Intermediate;Data Science:Advanced;Java:Beginner;React:Intermediate,1
6.14,66.64,0,1,3,5,36.1,77.13,69.76,78.49,MECH,Data Science:Intermediate;Python:Beginner,1
6.5,80.26,2,1,6,8,73.41,65.61,68.59,68.04,CIVIL,HTML:Advanced;Java:Advanced;Python:Intermediate,1
5.65,93.07,5,1,2,4,48.59,97.11,69.18,88.32,IT,C++:Advanced;JavaScript:Beginner,0
5.52,90.66,1,1,5,2,69.7,71.99,95.68,94.15,MECH,SQL:Intermediate;HTML:Intermediate;Machine Learning:Intermediate;CSS:Beginner,1
9.29,69.13,1,0,3,6,86.84,42.16,68.47,78.98,ECE,JavaScript:Intermediate;Python:Advanced;HTML:Beginner;Machine Learning:Intermediate;SQL:Intermediate,1
6.34,61.95,1,0,5,3,62.78,85.05,67.46,94.62,MECH,React:Intermediate;SQL:Intermediate;Data Science:Intermediate;CSS:Advanced;Machine Learning:Intermediate,1
7.16,99.31,4,1,2,5,54.89,50.31,35.17,78.14,EEE,C++:Intermediate;Data Science:Intermediate;SQL:Intermediate;Python:Beginner;HTML:Intermediate,0
8.97,83.03,1,0,1,4,35.26,88.56,40.42,66.69,CIVIL,JavaScript:Advanced;React:Advanced;HTML:Advanced;Data Science:Advanced,1
7.1,69.23,5,2,0,0,71.63,66.1,54.88,90.96,ECE,Java:Beginner;SQL:Beginner;CSS:Advanced;HTML:Intermediate;Machine Learning:Advanced,0
8.47,93.14,2,0,2,3,90.61,86.4,41.52,51.14,CSE,HTML:Beginner;CSS:Advanced;JavaScript:Intermediate;Java:Intermediate,1
6.65,75.12,2,1,3,4,59.19,91.17,59.05,92.76,CSE,JavaScript:Beginner;Machine Learning:Beginner;CSS:Intermediate,1
6.52,95.35,1,0,6,6,58.52,37.72,93.76,85.16,ECE,Machine Learning:Intermediate;Python:Intermediate;C++:Advanced,1
7.06,69.59,0,2,0,0,48.17,82.65,73.09,69.58,MECH,Java:Intermediate;React:Beginner;Python:Beginner;C++:Intermediate;JavaScript:Advanced,1
7.45,89.05,0,0,5,4,96.99,78.78,60.05,92.63,CIVIL,SQL:Advanced;JavaScript:Intermediate;CSS:Beginner;Python:Beginner;C++:Beginner,1
5.59,90.26,0,0,6,6,71.0,37.03,60.91,85.81,CSE,C++:Intermediate;HTML:Advanced;Python:Intermediate;React:Intermediate;CSS:Beginner,1
5.47,68.4,1,1,3,3,44.25,70.85,82.07,45.34,CIVIL,JavaScript:Intermediate;Machine Learning:Intermediate,1
8.56,81.89,4,2,5,7,63.53,44.12,77.7,88.23,ECE,Python:Intermediate;Machine Learning:Intermediate;JavaScript:Intermediate,1
8.14,76.2,1,0,0,8,83.29,61.81,39.58,98.74,CIVIL,React:Advanced;Python:Beginner;HTML:Intermediate;CSS:Intermediate,1
8.25,79.52,0,1,6,0,84.32,41.18,62.47,56.67,IT,Java:Intermediate;Data Science:Intermediate;HTML:Beginner;Python:Beginner,1
8.6,68.28,0,0,4,3,67.45,75.82,79.52,55.44,EEE,CSS:Intermediate;C++:Intermediate;SQL:Advanced;Java:Intermediate;HTML:Intermediate,1
6.28,63.81,3,1,5,4,64.36,61.19,97.9,80.31,EEE,C++:Intermediate;Java:Beginner;Python:Advanced,0
6.24,65.98,0,0,4,8,49.95,72.93,35.74,97.38,ECE,Data Science:Intermediate;SQL:Advanced;C++:Intermediate,1
5.29,90.3,1,0,6,7,77.7,57.03,55.4,56.61,EEE,SQL:Beginner;Data Science:Beginner,0
8.63,93.73,0,1,3,0,66.26,74.56,94.43,72.51,CSE,Data Science:Advanced;C++:Intermediate;JavaScript:Beginner,1
9.0,72.3,2,2,6,7,80.76,31.3,89.55,98.85,CIVIL,SQL:Beginner;CSS:Intermediate,1
7.31,68.06,1,0,4,1,68.18,58.52,45.47,85.37,CIVIL,Data Science:Beginner;CSS:Advanced;Python:Beginner,0
5.83,85.74,0,1,2,0,84.28,70.6,74.58,55.47,CIVIL,Machine Learning:Intermediate;SQL:Intermediate;HTML:Intermediate;Python:Advanced;JavaScript:Advanced,1
7.42,75.48,2,1,2,4,87.18,58.95,42.63,46.45,EEE,HTML:Intermediate;React:Intermediate;CSS:Intermediate;C++:Beginner;Data Science:Intermediate,0
6.76,63.46,0,2,1,1,48.63,78.9,66.95,90.85,MECH,Machine Learning:Intermediate;Python:Advanced;HTML:Intermediate;JavaScript:Advanced;Data Science:Intermediate,1
5.02,80.3,0,1,2,8,99.53,37.7,37.5,47.96,CIVIL,React:Beginner;SQL:Beginner,1
9.25,98.88,0,1,6,1,70.39,68.11,42.88,74.76,IT,CSS:Beginner;HTML:Advanced;Java:Advanced;Machine Learning:Intermediate,1
8.79,72.6,1,0,5,3,80.57,68.36,41.33,59.41,MECH,React:Intermediate;CSS:Intermediate,1
7.35,95.7,2,1,5,7,78.84,75.78,90.91,60.03,IT,SQL:Intermediate;CSS:Intermediate;React:Intermediate;C++:Intermediate;Java:Intermediate,1
6.73,88.39,2,2,2,7,51.94,80.28,75.25,80.14,IT,HTML:Intermediate;Python:Advanced,1
6.09,71.17,2,1,1,3,53.84,68.02,95.72,98.37,CIVIL,C++:Beginner;React:Intermediate;HTML:Advanced,0
